"NFGOVCOFOG_FUNCTION","Government function","NFGOVCOFOG_ITEM","Item","NFGOVCOFOG_SECTOR","Institutional sector","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"F01_4","01.4 Basic research","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_4","01.4 Basic research","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_4","01.4 Basic research","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_4","01.4 Basic research","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",619.3,,
"F01_4","01.4 Basic research","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",25.8,,
"F01_4","01.4 Basic research","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0.3,,
"F01_4","01.4 Basic research","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",1523.2,,
"F01_5","01.5 R&D General public services","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",26.4,,
"F01_5","01.5 R&D General public services","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0.3,,
"F01_5","01.5 R&D General public services","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",12.3,,
"F01_5","01.5 R&D General public services","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_5","01.5 R&D General public services","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_5","01.5 R&D General public services","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_5","01.5 R&D General public services","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",5.5,,
"F01_5","01.5 R&D General public services","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",8.3,,
"F01_5","01.5 R&D General public services","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_5","01.5 R&D General public services","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",17.6,,
"F01_6","01.6 General public services n.e.c.","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",29.9,,
"F01_6","01.6 General public services n.e.c.","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0.5,,
"F01_6","01.6 General public services n.e.c.","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0.7,,
"F01_6","01.6 General public services n.e.c.","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_6","01.6 General public services n.e.c.","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_6","01.6 General public services n.e.c.","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_6","01.6 General public services n.e.c.","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",2.2,,
"F01_6","01.6 General public services n.e.c.","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",25.2,,
"F01_6","01.6 General public services n.e.c.","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",1.2,,
"F01_6","01.6 General public services n.e.c.","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",2.9,,
"F01_7","01.7 Public debt transactions","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",1550.3,,
"F01_7","01.7 Public debt transactions","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_7","01.7 Public debt transactions","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_7","01.7 Public debt transactions","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_7","01.7 Public debt transactions","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",1316.1,,
"F01_7","01.7 Public debt transactions","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_7","01.7 Public debt transactions","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",233.8,,
"F01_7","01.7 Public debt transactions","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",0.3,,
"F01_7","01.7 Public debt transactions","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_7","01.7 Public debt transactions","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",233.8,,
"F01_8","01.8 Transfers of a general character between different levels of government","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",5567.4,,
"F01_8","01.8 Transfers of a general character between different levels of government","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_8","01.8 Transfers of a general character between different levels of government","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_8","01.8 Transfers of a general character between different levels of government","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_8","01.8 Transfers of a general character between different levels of government","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_8","01.8 Transfers of a general character between different levels of government","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_8","01.8 Transfers of a general character between different levels of government","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F01_8","01.8 Transfers of a general character between different levels of government","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",5280,,
"F01_8","01.8 Transfers of a general character between different levels of government","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",287.5,,
"F01_8","01.8 Transfers of a general character between different levels of government","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02","02 Defence","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02","02 Defence","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02","02 Defence","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02","02 Defence","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02","02 Defence","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02","02 Defence","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02","02 Defence","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02","02 Defence","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02","02 Defence","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02","02 Defence","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_1","02.1 Military defence","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_1","02.1 Military defence","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_1","02.1 Military defence","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_1","02.1 Military defence","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_1","02.1 Military defence","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_1","02.1 Military defence","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_1","02.1 Military defence","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_1","02.1 Military defence","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_1","02.1 Military defence","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_1","02.1 Military defence","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_2","02.2 Civil defence","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_2","02.2 Civil defence","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_2","02.2 Civil defence","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_2","02.2 Civil defence","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_2","02.2 Civil defence","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_2","02.2 Civil defence","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_2","02.2 Civil defence","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_2","02.2 Civil defence","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_2","02.2 Civil defence","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_2","02.2 Civil defence","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_3","02.3 Foreign military aid","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_4","02.4 R&D Defence","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F02_5","02.5 Defence n.e.c.","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",181.9,,
"F03","03 Public order and safety","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",2.1,,
"F03","03 Public order and safety","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",89.2,,
"F03","03 Public order and safety","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03","03 Public order and safety","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",11.3,,
"F03","03 Public order and safety","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",71.3,,
"F03","03 Public order and safety","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",7.9,,
"F03","03 Public order and safety","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",99.4,,
"F03_1","03.1 Police services","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",69.5,,
"F03_1","03.1 Police services","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_1","03.1 Police services","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",69.2,,
"F03_1","03.1 Police services","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0.3,,
"F03_1","03.1 Police services","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_2","03.2 Fire-protection services","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",98.7,,
"F03_2","03.2 Fire-protection services","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2017","2017",2,,
"F03_2","03.2 Fire-protection services","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2017","2017",87.7,,
"F03_2","03.2 Fire-protection services","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_2","03.2 Fire-protection services","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_2","03.2 Fire-protection services","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2017","2017",0,,
"F03_2","03.2 Fire-protection services","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2017","2017",8.7,,
"F03_2","03.2 Fire-protection services","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2017","2017",0.2,,
"F03_2","03.2 Fire-protection services","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2017","2017",0.1,,
"F03_2","03.2 Fire-protection services","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2017","2017",95.3,,
"F03_3","03.3 Law courts","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2017","2017",0,,
